  Run#   PS       LT_Avg   LT_Avg_Err           LT       LT_Err         Rate        I_Max       I_Mean
  4270    1       0.9953       0.0059       0.9912       0.0278      10.9121      41.4618      37.4047
  4271    1       0.9928       0.0094       0.9851       0.0424       9.9933      41.3775      33.9945
  3919    0      -1.0000       0.0000      -1.0000       0.0000     186.2302     188.5910      19.6584
  3920    0      -1.0000       0.0000      -1.0000       0.0000     898.5275     189.2006      46.3291
  3923    1       0.9942       0.0073       0.9942       0.0073      12.5873     199.6080      31.3336
  3924    1       0.9934       0.0055       0.9934       0.0055      17.4295     191.3484      47.4523
  3925    1       0.9942       0.0057       0.9942       0.0057      17.2000     199.5238      51.9822
  3926    1       0.9926       0.0053       0.9926       0.0053      18.9257     197.2376      61.0968
  3927    1       0.9936       0.0053       0.9936       0.0053      18.0493     189.6970      40.2591
  3928    1       0.9929       0.0053       0.9929       0.0053      19.3806     194.8509      57.7377
  3929    1       0.9933       0.0054       0.9933       0.0054      17.5606     193.9241      44.9304
  3930    1       0.9932       0.0126       0.9932       0.0126      18.5031     188.4362      51.4409
  3931    1       0.9604       0.0049       0.9604       0.0049      17.3016     197.2157      35.3461
  3932    1       0.9607       0.0051       0.9607       0.0051      19.4844     199.0711      62.7832
  3933    1       0.9593       0.0050       0.9593       0.0050      17.3616     199.1691      26.8238
  3934    1       0.9602       0.0048       0.9602       0.0048      18.6771     189.2547      42.2102
  3935    1       0.9616       0.0063       0.9616       0.0063      12.9696     198.5128      17.0051
  3936    1       0.9609       0.0054       0.9609       0.0054      17.5796     192.3501      19.4223
  3938    1       0.9593       0.0161       0.9593       0.0161      19.6702       0.0000       0.0000
  3939    1       0.9604       0.0052       0.9604       0.0052      19.5316     190.9328      57.7996
  3940    1       0.9617       0.0053       0.9617       0.0053      18.6896     196.1749      44.5819
  3941    1       0.9604       0.0052       0.9604       0.0052      19.5306     196.5275      56.8773
  3942    1       0.9614       0.0055       0.9614       0.0055      17.6890     169.5820       6.3385
  3943    1       0.9601       0.0052       0.9601       0.0052      19.3967     192.8697      55.7281
  3944    1       0.9714       0.0045       0.9714       0.0045      19.6036     196.4586      50.9291
  3945    1       0.9709       0.0050       0.9709       0.0050      19.8918     172.0985      59.0383
  3946    1       0.9713       0.0052       0.9713       0.0052      19.4502     196.2125      66.7923
  3947    1       0.9706       0.0051       0.9706       0.0051      19.9674       0.0000       0.0000
  3948    1       0.9713       0.0047       0.9713       0.0047      18.7512     189.9694      59.5112
  3978    1       0.9887       0.0228       0.9887       0.0228       7.5552     184.0490      35.4618
  3979    1       0.9915       0.0277       0.9915       0.0277      11.9807     189.1513      39.7954
  3980    1       0.9924       0.0207       0.9924       0.0207      14.2354     190.1070      54.4019
  3981    1       0.9922       0.0505       0.9922       0.0505       7.7769     174.1150      67.6498
  3982    1       0.9913       0.0145       0.9913       0.0145      11.8884     195.8513      39.0835
  3983    1       0.9870       0.0061       0.9870       0.0061      15.4497     199.1616      26.2310
  3984    1       0.9872       0.0054       0.9872       0.0054      18.8700     188.1221      25.7512
  3985    1       0.9877       0.0056       0.9877       0.0056      17.4799     198.1385      54.6636
  3986    1       0.9507       0.0069       0.9507       0.0069      17.7144     190.7966      56.6278
  3987    1       0.9873       0.0059       0.9873       0.0059      15.8186     199.1714      23.0058
  3988    1       0.9906       0.0051       0.9906       0.0051      18.5658     196.6145      53.6341
  3989    1       0.9911       0.0051       0.9911       0.0051      19.7370     192.9167      57.0386
  3990    1       0.9905       0.0050       0.9905       0.0050      18.7052     195.3897      57.1326
  3991    1       0.9886       0.0107       0.9886       0.0107      19.7486       0.0000       0.0000
  3992    1       0.9950       0.0496       0.9950       0.0496      15.8915       0.0000       0.0000
  3993    1       0.9904       0.0049       0.9904       0.0049      19.7333     183.4756      58.9692
  3994    1       0.9906       0.0050       0.9906       0.0050      17.2135     190.4217      19.1859
  3995    1       0.9903       0.0049       0.9903       0.0049      17.9209     197.8545      60.4135
  3996    1       0.9340       0.0081       0.9340       0.0081      16.6465     198.5024      50.5609
  3997    1       0.9905       0.0049       0.9905       0.0049      18.1710     197.2097      35.0716
  3998    1       0.9912       0.0059       0.9912       0.0059      18.7554     176.2852      37.2780
  4000    1       0.9907       0.0050       0.9907       0.0050      16.4511     198.3056      36.7268
  4001    1       0.9911       0.0050       0.9911       0.0050      13.7917     199.8546      25.1140
  4002    1       0.9927       0.0227       0.9927       0.0227       1.7350     176.7904       1.3261
  4003    1       0.9908       0.0046       0.9908       0.0046      18.4277     199.6201      54.9902
  4004    1       0.9910       0.0057       0.9910       0.0057      18.7434     198.1309      92.9847
  4005    1       0.9905       0.0057       0.9905       0.0057      19.9394     199.3409      58.5276
  4006    1       0.9905       0.0057       0.9905       0.0057      18.8522     182.5904      26.6799
  4007    1       0.9901       0.0052       0.9901       0.0052      19.0208     193.2980      52.1057
  4008    1       0.9900       0.0048       0.9900       0.0048      19.7635     199.9546     113.3726
  4009    1       0.9909       0.0053       0.9909       0.0053      19.2248     199.1115     117.4572
  4010    1       0.9900       0.0062       0.9900       0.0062      17.9750     198.1319      94.6563
  4011    1       0.9908       0.0061       0.9908       0.0061      18.8276     194.0905     108.8132
  4012    1       0.9903       0.0062       0.9903       0.0062      18.8835     197.1920     111.2561
  4026    1       0.9871       0.0054       0.9871       0.0054      19.1319     194.7418     112.2064
  4027    1       0.9873       0.0054       0.9868       0.0338      19.6890     122.4476     115.3799
  4028    1       0.9877       0.0053       0.9856       0.0326      18.7977     122.3380     109.9815
  4029    1       0.9872       0.0050       0.9872       0.0050      19.9908     199.2125     122.7432
  4030    1       0.9867       0.0049       0.9867       0.0049      20.0711     199.8766     117.6423
  4031    1       0.9872       0.0051       0.9872       0.0051      19.5428     194.1639     116.6008
  4032    1       0.9875       0.0053       0.9875       0.0053      20.0680     199.1896     119.8671
  4033    1       0.9871       0.0050       0.9871       0.0050      19.2709     199.9155     118.1464
  4034    1       0.9876       0.0057       0.9876       0.0057      18.2825     190.8075     107.2571
  4035    1       0.8200       0.0063       0.8184       0.0376      19.5353     122.2775     114.3307
  4036    1       0.9871       0.0052       0.9871       0.0335      20.4792     121.9504     120.2262
  4037    1       0.9870       0.0052       0.9870       0.0052      19.3220     199.9875     114.9835
  4038    1       0.9875       0.0058       0.9875       0.0058      18.0819     199.5636     112.6576
  4046    1       0.9868       0.0071       0.9863       0.0456      20.0748     122.1198     117.1319
  4049    1       0.9885       0.0072       0.9810       0.0386      14.2697     122.0533      82.3253
  4050    1       0.9879       0.0072       0.9861       0.0439      18.6052     122.2320     107.8733
  4051    1       0.9869       0.0072       0.9808       0.0401      15.4351     122.6395      89.6645
  4052    1       0.9892       0.0071       0.9804       0.0374      13.7138     121.6135      78.0437
  4053    1       0.9896       0.0070       0.9754       0.0332      11.2209     122.0511      61.9375
  4054    1       0.9885       0.0071       0.9836       0.0398      15.6118     121.8412      89.2025
  4055    1       0.9891       0.0058       0.9834       0.0316      14.7154     117.6907      83.9501
  4056    1       0.9887       0.0088       0.9824       0.0486      15.1432     112.2909      86.2845
  4057    1       0.9878       0.0058       0.9857       0.0346      17.8098     117.5574     101.8639
  4058    1       0.9878       0.0061       0.9811       0.0339      15.5526     122.0991      90.0657
  4059    1       0.9872       0.0059       0.9865       0.0366      19.3497     122.3200     113.3106
  4060    1       0.9872       0.0058       0.9858       0.0363      19.0829     121.5545     110.7112
  4061    1       0.9872       0.0059       0.9872       0.0375      20.2471     121.2184     118.2195
  4074    1       0.9817       0.0064       0.9784       0.0376      17.3006     121.8547     101.0197
  4075    1       0.9815       0.0063       0.9822       0.0394      19.3382     121.0077     113.3263
  4081    1       0.8754       0.0078       0.8823       0.0469      18.6497     117.8789     109.2955
  4082    1       0.8977       0.0080       0.9042       0.0481      18.5612     117.6496     106.6531
  4083    1       0.9024       0.0080       0.9086       0.0469      17.2493     117.7753      99.5600
  4084    1       0.9002       0.0080       0.9053       0.0466      17.1056     118.1142      98.9511
  4085    1       0.9025       0.0081       0.9039       0.0440      15.3362     118.4676      88.1061
  4086    1       0.9054       0.0101       0.9021       0.0517      13.3799     117.4985      76.6435
  4087    1       0.8619       0.0086       0.8688       0.0475      15.8764     117.5324      91.5442
  4088    1       0.8614       0.0086       0.8680       0.0495      17.3464     117.9011     100.8717
  4089    1       0.8614       0.0086       0.8680       0.0495      17.3464     117.9011     100.8717
  4090    1       0.8540       0.0083       0.8629       0.0512      19.5960     117.8557     113.1065
  4251    1       0.9885       0.0056       0.9879       0.0346      19.0226     122.5843     113.1707
  4252    1       0.9930       0.0053       0.9926       0.0331      19.4515     121.1938     115.2208
  4253    1       0.9928       0.0056       0.9895       0.0332      17.2553     121.5460     101.0452
  4254    1       0.9930       0.0052       0.9930       0.0335      20.2179     121.6996     119.3968
  4255    1       0.9934       0.0055       0.9907       0.0333      17.9004     121.5818     105.3565
  4256    1       0.9945       0.0083       0.9719       0.0358       9.4786     121.4699      53.3996
  4257    1       0.9930       0.0054       0.9741       0.0299      15.8210     121.9604      92.2715
  4261    1       0.9935       0.0054       0.9883       0.0305      15.8965     121.8852      93.6815
  4262    1       0.9928       0.0053       0.9905       0.0322      17.9801     122.0437     106.3659
  4263    1       0.9929       0.0053       0.9919       0.0329      18.6922     122.0473     109.6407
  4264    1       0.9928       0.0053       0.9897       0.0326      18.4443     121.9604     107.5551
  4265    1       0.9929       0.0054       0.9908       0.0326      18.1835     120.7890     106.9164
  4266    1       0.9932       0.0054       0.9918       0.0330      18.6827     121.0637     109.7516
  4275    1       0.9936       0.0054       0.9914       0.0317      17.0639     119.5953      99.2411
  4276    1       0.9885       0.0055       0.9881       0.0337      18.5865     113.0013     108.8237
  4295    1       0.9639       0.0055       0.9622       0.0325      17.4061     113.4444     101.7479
  4296    1       0.9635       0.0055       0.9612       0.0323      17.2526     113.4519     100.6929
  4297    1       0.9643       0.0124       0.9341       0.0491       8.2469     112.4257      46.7183
  4298    1       0.9724       0.0126       0.8909       0.0336       3.9639     120.4969      20.3700
  4299    1       0.9622       0.0079       0.9571       0.0437      15.4931     121.2343      91.5793
  4079    1       0.9967       0.0570       0.9967       0.0570       0.6744       6.9860       5.1321
  3624    1       0.7236       0.0007       0.7378       0.0574    4146.8900     101.4944      92.0428
  3625    1       0.7453       0.0008       0.7555       0.0605    3605.7201      97.2050      79.8940
  3626    1       0.7389       0.0007       0.7533       0.0594    4170.2870      96.7485      92.6603
  3627    2       0.9352       0.0008       0.9416       0.0749    3903.9978      96.6737      88.4184
  3628    1       0.7914       0.0008       0.8018       0.0642    3484.6437      81.2665      78.4347
  3629    1       0.8657       0.0010       0.8765       0.0687    2621.5220      61.3922      58.9295
  3630    1       0.9107       0.0011       0.9129       0.0624    1576.7960      46.3682      35.3959
  3632    1       0.9371       0.0014       0.9429       0.0743    1324.3515      30.6390      29.6898
  3633    1       0.9676       0.0021       0.9640       0.0748     620.1699      15.5632      14.0155
  3634    1       0.9674       0.0029       0.9604       0.0924     501.4677      15.5452      11.4844
  3862    1       0.7271       0.0018       0.7271       0.0018    1491.7817     189.9302      19.3410
  3863    1       0.6975       0.0009       0.6975       0.0009    3672.6522     183.3826      60.2742
  3864    1       0.6859       0.0008       0.6859       0.0008    4067.0148       0.0000       0.0000
  3865    1       0.6840       0.0008       0.6840       0.0008    4027.5168       0.0000       0.0000
  3867    1       0.7437       0.0009       0.7437       0.0009    3428.7993       0.0000       0.0000
  3868    1       0.8259       0.0020       0.8259       0.0020    1287.5548     199.4372      83.8702
  3869    1       0.8248       0.0011       0.8248       0.0011    2580.6928     199.9025     192.1934
  3870    1       0.8996       0.0012       0.8996       0.0012    1657.4408     136.0882     127.6262
  3871    1       0.9589       0.0018       0.9589       0.0751     875.0787      70.7068      68.4754
  3875    1       0.9003       0.0012       0.9003       0.0012    1514.3018     138.2735     119.4485
  3876    1       0.8990       0.0009       0.8990       0.0009    1690.0026     138.0963     121.8881
  3877    1       0.8999       0.0013       0.8999       0.0013    1670.3441     136.9315     134.2086
  3878    1       0.9005       0.0013       0.9005       0.0013    1592.0396     137.4740     127.0459
  3880    1       0.8990       0.0016       0.8990       0.0016    1538.3407     137.5475     124.0544
  3881    1       0.9016       0.0014       0.9016       0.0014    1578.4754     132.6755     124.6843
  3882    1       0.9043       0.0011       0.9043       0.0011    1670.9599     137.2631     130.3526
  3888    2       0.8379       0.0009       0.8379       0.0009    1682.9100     135.5039     129.9500
  3883    1       0.9174       0.0014       0.9174       0.0014    1465.9937     135.3602     130.4392
  3884    1       0.9197       0.0019       0.9197       0.0019     874.0110     136.6122      77.9864
  3885    1       0.9188       0.0022       0.9188       0.0022    1422.8346     136.1759     129.1161
  3886    1       0.9170       0.0018       0.9170       0.0018    1454.1479     135.2167     131.8429
  3887    2       0.8594       0.0009       0.8594       0.0009    1476.5493     133.1419     130.2727
  3874    1       0.9539       0.0013       0.9539       0.0013     908.6477     139.1824     127.0560
  3872    1       0.9512       0.0044       0.9512       0.0044     905.9116     136.7578     130.6231
  3873    1       0.9483       0.0013       0.9483       0.0013     895.4397     136.1619     120.0503
  3636    2       0.9582       0.0017       0.9449       0.1091    2147.1406      15.9584      12.6120
  3637    2       0.9579       0.0006       0.9627       0.0452    2619.2495      15.5709      14.7338
  3638    3       0.9505       0.0008       0.9524       0.0753    4703.2854      31.1194      28.6146
  3639    4       0.9485       0.0007       0.9546       0.0762    6818.8263      46.1428      44.5085
  3846    1       0.7921       0.0022       0.7921       0.0022    2336.3671       0.0000       0.0000
  3848    1       0.7436       0.0015       0.7436       0.0015    3398.3969     162.3216     122.5620
  3849    2       0.8556       0.0009       0.8556       0.0009    3519.0437     197.4250     126.4662
  3852    2       0.8636       0.0010       0.8636       0.0010    3139.3400       0.0000       0.0000
  3853    2       0.8672       0.0011       0.8672       0.0011    2876.8477     188.4610      73.0134
  3854    1       0.7607       0.0010       0.7607       0.0010    3133.9585       0.0000       0.0000
  3855    1       0.8010       0.0011       0.8010       0.0011    2736.2074       0.0000       0.0000
  3856    1       0.8494       0.0012       0.8494       0.0012    2300.2002       0.0000       0.0000
  3857    1       0.8925       0.0022       0.8925       0.0022    1385.9943     198.5711     152.1066
  3859    1       0.9343       0.0012       0.9343       0.0012    1284.2014     131.8014     127.8639
  3860    1       0.9666       0.0017       0.9664       0.0574     551.2680      69.0947      53.2396
  3861    1       0.9668       0.0023       0.9668       0.0845     685.3606      68.8699      67.2977
  3607    1       0.8521       0.0014       0.8603       0.0758    1575.4657     110.2147      58.7161
  3608    1       0.8277       0.0016       0.8277       0.1060    2455.9044     101.4087      95.5199
  3609    1       0.8268       0.0018       0.8268       0.1158    2293.1260     101.4991      93.1830
  3611    1       0.8410       0.0019       0.8410       0.1298    2264.7648      96.5911      92.9558
  3612    2       0.9165       0.0010       0.9221       0.0709    2438.3353      96.8339      93.9053
  3613    2       0.9184       0.0013       0.9244       0.0711    1584.2293      96.2750      60.0564
  3614    2       0.9180       0.0011       0.9247       0.0738    2119.8237      96.2030      80.7542
  3616    1       0.8771       0.0011       0.8830       0.0694    2172.8991      96.6225      82.8375
  3617    1       0.9015       0.0010       0.9108       0.0638    2021.0816      81.1041      74.3862
  3618    1       0.9232       0.0014       0.9271       0.0728    1388.5106      61.2161      48.8849
  3619    1       0.9372       0.0015       0.9438       0.0778    1305.6340      45.9673      44.4079
  3621    1       0.9547       0.0018       0.9524       0.0742     883.9299      31.1909      28.8015
  3622    1       0.9755       0.0020       0.9754       0.0623     479.1421      15.3677      14.6575
  3622    1       0.9755       0.0020       0.9754       0.0623     479.1421      15.3677      14.6575
