  Run#   PS       LT_Avg   LT_Avg_Err           LT       LT_Err         Rate        I_Max       I_Mean
  4070    1       0.9911       0.0128       0.9837       0.0635      12.1891      41.1710      32.6477
  4071    1       0.9911       0.0065       0.9876       0.0339      13.4168      41.1224      36.3257
  4076    1       0.9883       0.0025       0.9883       0.0645     327.4971      41.3859      40.1420
  4270    1       0.9938       0.0053       0.9898       0.0277      13.6435      41.4618      37.4047
  4271    1       0.9914       0.0085       0.9843       0.0422      12.2982      41.3775      33.9945
  3919    1       0.9946       0.0048       0.9946       0.0048      23.5338     188.5910      19.6584
  3920    1       0.9948       0.0048       0.9948       0.0048      24.1859     189.2006      46.3291
  3923    1       0.9928       0.0066       0.9928       0.0066      15.5771     199.6080      31.3336
  3924    1       0.9915       0.0049       0.9915       0.0049      21.6267     191.3484      47.4523
  3925    1       0.9927       0.0051       0.9927       0.0051      21.3516     199.5238      51.9822
  3926    1       0.9920       0.0048       0.9920       0.0048      23.3249     197.2376      61.0968
  3927    1       0.9922       0.0048       0.9922       0.0048      22.4166     189.6970      40.2591
  3928    1       0.9918       0.0048       0.9918       0.0048      24.0166     194.8509      57.7377
  3929    1       0.9918       0.0048       0.9918       0.0048      21.8355     193.9241      44.9304
  3930    1       0.9919       0.0113       0.9919       0.0113      22.9639     188.4362      51.4409
  3931    1       0.9592       0.0044       0.9592       0.0044      21.4245     197.2157      35.3461
  3932    1       0.9593       0.0045       0.9593       0.0045      24.3933     199.0711      62.7832
  3933    1       0.9595       0.0045       0.9595       0.0045      21.5624     199.1691      26.8238
  3934    1       0.9596       0.0043       0.9596       0.0043      23.2970     189.2547      42.2102
  3935    1       0.9622       0.0057       0.9622       0.0057      15.9009     198.5128      17.0051
  3936    1       0.9595       0.0048       0.9595       0.0048      21.7916     192.3501      19.4223
  3938    1       0.9543       0.0145       0.9543       0.0145      23.9026       0.0000       0.0000
  3939    1       0.9601       0.0046       0.9601       0.0046      24.4241     190.9328      57.7996
  3940    1       0.9587       0.0047       0.9587       0.0047      23.3041     196.1749      44.5819
  3941    1       0.9597       0.0046       0.9597       0.0046      24.3780     196.5275      56.8773
  3942    1       0.9603       0.0050       0.9603       0.0050      21.8042     169.5820       6.3385
  3943    1       0.9595       0.0046       0.9595       0.0046      24.2762     192.8697      55.7281
  3944    1       0.9695       0.0041       0.9695       0.0041      24.2835     196.4586      50.9291
  3945    1       0.9691       0.0045       0.9691       0.0045      24.6039     172.0985      59.0383
  3946    1       0.9700       0.0046       0.9700       0.0046      24.0483     196.2125      66.7923
  3947    1       0.9698       0.0046       0.9698       0.0046      24.7968       0.0000       0.0000
  3948    1       0.9693       0.0042       0.9693       0.0042      23.3508     189.9694      59.5112
  3978    1       0.9884       0.0208       0.9884       0.0208       9.0840     184.0490      35.4618
  3979    1       0.9908       0.0250       0.9908       0.0250      14.7111     189.1513      39.7954
  3980    1       0.9911       0.0186       0.9911       0.0186      17.5612     190.1070      54.4019
  3981    1       0.9923       0.0436       0.9923       0.0436      10.5095     174.1150      67.6498
  3982    1       0.9894       0.0132       0.9894       0.0132      14.3594     195.8513      39.0835
  3983    1       0.9870       0.0055       0.9870       0.0055      19.0782     199.1616      26.2310
  3984    1       0.9872       0.0049       0.9872       0.0049      23.5358     188.1221      25.7512
  3985    1       0.9873       0.0051       0.9873       0.0051      21.5748     198.1385      54.6636
  3986    1       0.9474       0.0061       0.9474       0.0061      22.1181     190.7966      56.6278
  3987    1       0.9867       0.0053       0.9867       0.0053      19.6884     199.1714      23.0058
  3988    1       0.9900       0.0046       0.9900       0.0046      23.0879     196.6145      53.6341
  3989    1       0.9896       0.0045       0.9896       0.0045      24.5765     192.9167      57.0386
  3990    1       0.9898       0.0045       0.9898       0.0045      23.2734     195.3897      57.1326
  3991    1       0.9904       0.0096       0.9904       0.0096      24.4633       0.0000       0.0000
  3992    1       0.9891       0.0441       0.9891       0.0441      20.2457       0.0000       0.0000
  3993    1       0.9901       0.0044       0.9901       0.0044      24.5495     183.4756      58.9692
  3994    1       0.9900       0.0045       0.9900       0.0045      21.3898     190.4217      19.1859
  3995    1       0.9901       0.0044       0.9901       0.0044      22.1518     197.8545      60.4135
  3996    1       0.9317       0.0073       0.9317       0.0073      20.4888     198.5024      50.5609
  3997    1       0.9899       0.0044       0.9899       0.0044      22.5951     197.2097      35.0716
  3998    1       0.9904       0.0053       0.9904       0.0053      23.2714     176.2852      37.2780
  4000    1       0.9900       0.0045       0.9900       0.0045      20.4192     198.3056      36.7268
  4001    1       0.9899       0.0045       0.9899       0.0045      17.0964     199.8546      25.1140
  4002    1       0.9933       0.0210       0.9933       0.0210       2.0221     176.7904       1.3261
  4003    1       0.9901       0.0042       0.9901       0.0042      22.7907     199.6201      54.9902
  4004    1       0.9904       0.0051       0.9904       0.0051      23.3929     198.1309      92.9847
  4005    1       0.9885       0.0051       0.9885       0.0051      24.6245     199.3409      58.5276
  4006    1       0.9898       0.0051       0.9898       0.0051      23.2846     182.5904      26.6799
  4007    1       0.9896       0.0046       0.9896       0.0046      23.8062     193.2980      52.1057
  4008    1       0.9896       0.0043       0.9896       0.0043      24.4745     199.9546     113.3726
  4009    1       0.9895       0.0047       0.9895       0.0047      23.8714     199.1115     117.4572
  4010    1       0.9897       0.0056       0.9897       0.0056      22.2980     198.1319      94.6563
  4011    1       0.9892       0.0055       0.9892       0.0055      23.2168     194.0905     108.8132
  4012    1       0.9905       0.0056       0.9905       0.0056      23.4443     197.1920     111.2561
  4026    1       0.9863       0.0048       0.9863       0.0048      23.7477     194.7418     112.2064
  4027    1       0.9867       0.0048       0.9863       0.0337      24.6603     122.4476     115.3799
  4028    1       0.9872       0.0047       0.9855       0.0326      23.5056     122.3380     109.9815
  4029    1       0.9864       0.0045       0.9864       0.0045      24.7960     199.2125     122.7432
  4030    1       0.9862       0.0044       0.9862       0.0044      24.9895     199.8766     117.6423
  4031    1       0.9867       0.0046       0.9867       0.0046      24.5039     194.1639     116.6008
  4032    1       0.9864       0.0048       0.9864       0.0048      24.8006     199.1896     119.8671
  4033    1       0.9865       0.0045       0.9865       0.0045      23.9164     199.9155     118.1464
  4034    1       0.9866       0.0051       0.9866       0.0051      22.8059     190.8075     107.2571
  4035    1       0.8190       0.0056       0.8177       0.0375      24.3723     122.2775     114.3307
  4036    1       0.9867       0.0047       0.9867       0.0334      25.5113     121.9504     120.2262
  4037    1       0.9862       0.0047       0.9862       0.0047      23.9792     199.9875     114.9835
  4038    1       0.9865       0.0052       0.9865       0.0052      22.4964     199.5636     112.6576
  4046    1       0.9873       0.0064       0.9867       0.0456      24.7970     122.1198     117.1319
  4049    1       0.9868       0.0065       0.9805       0.0385      17.6503     122.0533      82.3253
  4050    1       0.9869       0.0065       0.9855       0.0438      22.8331     122.2320     107.8733
  4051    1       0.9867       0.0064       0.9818       0.0401      19.2558     122.6395      89.6645
  4052    1       0.9881       0.0064       0.9808       0.0374      17.0353     121.6135      78.0437
  4053    1       0.9900       0.0063       0.9792       0.0332      13.9292     122.0511      61.9375
  4054    1       0.9884       0.0064       0.9852       0.0398      19.3758     121.8412      89.2025
  4055    1       0.9876       0.0052       0.9827       0.0316      18.2957     117.6907      83.9501
  4056    1       0.9868       0.0079       0.9822       0.0485      18.7574     112.2909      86.2845
  4057    1       0.9876       0.0052       0.9857       0.0346      21.9611     117.5574     101.8639
  4058    1       0.9869       0.0054       0.9820       0.0339      19.3121     122.0991      90.0657
  4059    1       0.9869       0.0053       0.9861       0.0366      23.9213     122.3200     113.3106
  4060    1       0.9872       0.0053       0.9861       0.0363      23.6373     121.5545     110.7112
  4061    1       0.9871       0.0053       0.9871       0.0375      24.9671     121.2184     118.2195
  4074    1       0.9813       0.0013       0.9803       0.0374     406.8200     121.8547     101.0197
  4075    1       0.9803       0.0013       0.9817       0.0391     454.7225     121.0077     113.3263
  4081    1       0.8751       0.0005       0.8825       0.0466    3760.1493     117.8789     109.2955
  4082    1       0.8976       0.0006       0.9053       0.0478    3708.2688     117.6496     106.6531
  4083    1       0.8981       0.0006       0.9051       0.0463    3448.7341     117.7753      99.5600
  4084    1       0.8987       0.0006       0.9058       0.0462    3433.8521     118.1142      98.9511
  4085    1       0.9015       0.0006       0.9064       0.0438    3080.4770     118.4676      88.1061
  4086    1       0.9056       0.0007       0.9087       0.0515    2676.3457     117.4985      76.6435
  4087    1       0.8622       0.0006       0.8707       0.0472    3180.0906     117.5324      91.5442
  4088    1       0.8569       0.0006       0.8660       0.0490    3495.8451     117.9011     100.8717
  4089    1       0.8569       0.0006       0.8660       0.0490    3495.8451     117.9011     100.8717
  4090    1       0.8506       0.0006       0.8595       0.0506    3919.2329     117.8557     113.1065
  4251    1       0.9874       0.0050       0.9868       0.0345      23.5261     122.5843     113.1707
  4252    1       0.9924       0.0047       0.9920       0.0330      24.1705     121.1938     115.2208
  4253    1       0.9921       0.0051       0.9891       0.0331      21.2392     121.5460     101.0452
  4254    1       0.9926       0.0047       0.9926       0.0335      24.9823     121.6996     119.3968
  4255    1       0.9917       0.0050       0.9897       0.0332      22.1104     121.5818     105.3565
  4256    1       0.9933       0.0074       0.9726       0.0358      11.7655     121.4699      53.3996
  4257    1       0.9920       0.0048       0.9734       0.0298      19.4996     121.9604      92.2715
  4261    1       0.9924       0.0048       0.9882       0.0304      19.6326     121.8852      93.6815
  4262    1       0.9919       0.0048       0.9901       0.0322      22.2553     122.0437     106.3659
  4263    1       0.9925       0.0048       0.9912       0.0328      22.9776     122.0473     109.6407
  4264    1       0.9917       0.0048       0.9896       0.0326      22.4943     121.9604     107.5551
  4265    1       0.9923       0.0048       0.9906       0.0325      22.2907     120.7890     106.9164
  4266    1       0.9925       0.0048       0.9916       0.0330      23.1081     121.0637     109.7516
  4275    1       0.9930       0.0048       0.9910       0.0316      21.0388     119.5953      99.2411
  4276    1       0.9861       0.0049       0.9859       0.0336      23.0926     113.0013     108.8237
  4295    1       0.9628       0.0049       0.9615       0.0324      21.7034     113.4444     101.7479
  4296    1       0.9615       0.0049       0.9598       0.0322      21.3111     113.4519     100.6929
  4297    1       0.9627       0.0112       0.9395       0.0493       9.9676     112.4257      46.7183
  4298    1       0.9687       0.0115       0.8976       0.0337       4.7428     120.4969      20.3700
  4299    1       0.9585       0.0070       0.9541       0.0435      19.2253     121.2343      91.5793
  4079    1       0.9973       0.0066       0.9973       0.0066      49.7554       6.9860       5.1321
  3624    1       0.7238       0.0007       0.7378       0.0574    4261.1103     101.4944      92.0428
  3625    1       0.7450       0.0007       0.7551       0.0605    3710.4185      97.2050      79.8940
  3626    1       0.7389       0.0007       0.7533       0.0594    4286.5269      96.7485      92.6603
  3627    2       0.9371       0.0008       0.9435       0.0751    4010.7200      96.6737      88.4184
  3628    1       0.7918       0.0008       0.8022       0.0642    3583.2757      81.2665      78.4347
  3629    1       0.8658       0.0009       0.8767       0.0687    2691.7438      61.3922      58.9295
  3630    1       0.9113       0.0011       0.9137       0.0625    1624.7982      46.3682      35.3959
  3632    1       0.9374       0.0014       0.9434       0.0744    1358.1765      30.6390      29.6898
  3633    1       0.9672       0.0021       0.9638       0.0748     635.4085      15.5632      14.0155
  3634    1       0.9668       0.0029       0.9595       0.0924     514.1728      15.5452      11.4844
  3862    1       0.7259       0.0018       0.7259       0.0018    1537.4566     189.9302      19.3410
  3863    1       0.6973       0.0008       0.6973       0.0008    3771.6563     183.3826      60.2742
  3864    1       0.6841       0.0008       0.6841       0.0008    4196.3120       0.0000       0.0000
  3865    1       0.6833       0.0008       0.6833       0.0008    4150.0777       0.0000       0.0000
  3867    1       0.7429       0.0009       0.7429       0.0009    3535.2442       0.0000       0.0000
  3868    1       0.8249       0.0020       0.8249       0.0020    1326.3616     199.4372      83.8702
  3869    1       0.8237       0.0011       0.8237       0.0011    2657.8535     199.9025     192.1934
  3870    1       0.8991       0.0012       0.8991       0.0012    1703.4857     136.0882     127.6262
  3871    1       0.9576       0.0018       0.9576       0.0750     900.3700      70.7068      68.4754
  3875    1       0.8988       0.0012       0.8988       0.0012    1572.6565     138.2735     119.4485
  3876    1       0.8981       0.0009       0.8981       0.0009    1758.7054     138.0963     121.8881
  3877    1       0.8982       0.0013       0.8982       0.0013    1741.2654     136.9315     134.2086
  3878    1       0.8996       0.0013       0.8996       0.0013    1641.8125     137.4740     127.0459
  3880    1       0.8981       0.0016       0.8981       0.0016    1581.4030     137.5475     124.0544
  3881    1       0.9002       0.0014       0.9002       0.0014    1662.4822     132.6755     124.6843
  3882    1       0.9036       0.0010       0.9036       0.0010    1738.3172     137.2631     130.3526
  3888    2       0.8423       0.0009       0.8423       0.0009    1744.3804     135.5039     129.9500
  3883    1       0.9169       0.0013       0.9169       0.0013    1521.2619     135.3602     130.4392
  3884    1       0.9184       0.0019       0.9184       0.0019     908.5857     136.6122      77.9864
  3885    1       0.9177       0.0021       0.9177       0.0021    1474.7653     136.1759     129.1161
  3886    1       0.9147       0.0017       0.9147       0.0017    1512.9380     135.2167     131.8429
  3887    2       0.8641       0.0009       0.8641       0.0009    1532.7094     133.1419     130.2727
  3874    1       0.9529       0.0013       0.9529       0.0013     970.7519     139.1824     127.0560
  3872    1       0.9484       0.0041       0.9484       0.0041    1040.9907     136.7578     130.6231
  3873    1       0.9479       0.0012       0.9479       0.0012    1023.6271     136.1619     120.0503
  3636    2       0.9610       0.0016       0.9478       0.1095    2306.4238      15.9584      12.6120
  3637    2       0.9602       0.0006       0.9651       0.0453    2809.9062      15.5709      14.7338
  3638    3       0.9539       0.0008       0.9558       0.0756    5052.4197      31.1194      28.6146
  3639    4       0.9524       0.0006       0.9586       0.0765    7348.4715      46.1428      44.5085
  3846    1       0.7928       0.0019       0.7928       0.0019    3220.2429       0.0000       0.0000
  3848    1       0.7438       0.0016       0.7438       0.0016    3189.7893     162.3216     122.5620
  3849    1       0.8232       0.0009       0.8232       0.0009    3410.1188     197.4250     126.4662
  3852    1       0.8348       0.0010       0.8348       0.0010    3403.3408       0.0000       0.0000
  3853    1       0.8390       0.0010       0.8390       0.0010    3121.2488     188.4610      73.0134
  3854    1       0.7602       0.0010       0.7602       0.0010    3400.4321       0.0000       0.0000
  3855    1       0.8006       0.0011       0.8006       0.0011    2971.6624       0.0000       0.0000
  3856    1       0.8480       0.0011       0.8480       0.0011    2488.7933       0.0000       0.0000
  3857    1       0.8927       0.0021       0.8927       0.0021    1504.3135     198.5711     152.1066
  3859    1       0.9338       0.0012       0.9338       0.0012    1385.4144     131.8014     127.8639
  3860    1       0.9656       0.0017       0.9654       0.0573     594.1149      69.0947      53.2396
  3861    1       0.9657       0.0022       0.9657       0.0844     739.9232      68.8699      67.2977
  3607    1       0.8505       0.0013       0.8588       0.0756    1685.1724     110.2147      58.7161
  3608    1       0.8254       0.0015       0.8254       0.1057    2664.1938     101.4087      95.5199
  3609    1       0.8260       0.0017       0.8260       0.1157    2489.0737     101.4991      93.1830
  3611    1       0.8393       0.0019       0.8393       0.1295    2482.2265      96.5911      92.9558
  3612    2       0.9261       0.0010       0.9318       0.0717    2657.1795      96.8339      93.9053
  3613    2       0.9198       0.0012       0.9258       0.0712    1720.7274      96.2750      60.0564
  3614    2       0.9198       0.0011       0.9264       0.0739    2302.1844      96.2030      80.7542
  3616    1       0.8779       0.0010       0.8838       0.0694    2363.3399      96.6225      82.8375
  3617    1       0.9014       0.0010       0.9106       0.0638    2195.0212      81.1041      74.3862
  3618    1       0.9229       0.0013       0.9269       0.0728    1499.8621      61.2161      48.8849
  3619    1       0.9375       0.0015       0.9439       0.0779    1412.3316      45.9673      44.4079
  3621    1       0.9544       0.0017       0.9521       0.0741     952.2828      31.1909      28.8015
  3622    1       0.9753       0.0019       0.9752       0.0623     515.5633      15.3677      14.6575
  3622    1       0.9753       0.0019       0.9752       0.0623     515.5633      15.3677      14.6575
