 Run# Tgt_Name      Tgt_P          I         E0       dE/E       P0_L    Angle_L       P0_R    Angle_R
 4173     Ca48   208.2970    40.6119  3355.3800     0.0000    2.85495    22.9991    2.85498    23.0005
 4174    Dummy   208.6690     0.0496  3356.1100     0.0000    2.85495    22.9991    2.85496    23.0005
 4175    Dummy   208.0440    40.3513  3355.3500     0.0000    2.85495    22.9991    2.85496    23.0005
 4176    Dummy   208.0240    40.6547  3355.2900     0.0000    2.85495    22.9991    2.85496    23.0005
 4177    Dummy   208.4100    40.3297  3355.2800     0.0000    2.85495    22.9991    2.85495    23.0005
 4178    Dummy   207.8180    40.3386  3355.1200     0.0000    2.85495    22.9991    2.85494    23.0005
 4179    Dummy   208.3370    40.3488  3355.4600     0.0000    2.85495    22.9991    2.85501    23.0005
 4180    Dummy   208.1970    40.2322  3356.0600     0.0000    2.85495    22.9991    2.85505    23.0005
 4181      He3   211.5370   121.7110  3356.0700     0.0000    2.64993    24.9991    2.65000    25.0005
 4182      He3   211.4370   121.1090  3356.0700     0.0000    2.64993    24.9991    2.65000    25.0005
 4183      He3   211.2910   120.5360  3356.0800     0.0000    2.64992    24.9991    2.65000    25.0005
 4184      He3   211.4570   121.2350  3356.0700     0.0000    2.64993    24.9991    2.65000    25.0005
 4187      He3   210.8250   120.3790  3356.0400     0.0000    2.64992    24.9991    2.65000    25.0005
 4188      He3   211.1240   121.4630  3356.0700     0.0000    2.64993    24.9991    2.65000    25.0005
 4189      He3   211.3570   122.3070  3356.0600     0.0000    2.64992    24.9991    2.65000    25.0005
 4190    Dummy   208.0370    40.1492  3356.0600     0.0000    2.64992    24.9991    2.65000    25.0005
 4191    Dummy   208.0370    40.6875  3356.0500     0.0000    2.64993    24.9991    2.65000    25.0005
 4192    Dummy   208.1300    40.4339  3356.0500     0.0000    2.64992    24.9991    2.65000    25.0005
 4199      BeO   208.3900     1.0879  3355.6600     5.0089    2.50499    24.9991    2.50493    25.0005
 4200      BeO   208.5890     5.2063  3356.1100     4.8651    2.50498    24.9991    2.50493    25.0005
 4201   Optics   208.4300     0.0478  3356.1100     4.9759    2.50498    24.9991    2.50493    25.0005
 4202   Optics   208.9950    50.3285  3355.7000     4.9611    2.50498    24.9991    2.50495    25.0005
 4203   Optics   208.3960    50.0126  3355.6700     4.7576    2.50498    24.9991    2.50495    25.0005
 4204   Optics   208.5630    50.1130  3355.2900     4.7565    2.50498    24.9991    2.50493    25.0005
 4205   Optics   208.7030    50.2569  3355.1200     4.7567    2.50498    24.9991    2.50492    25.0005
 4206      C12   208.4900     0.9845  3355.8500     4.7572    2.65000    24.9991    2.99634    25.0005
 4207      C12   208.5890     0.9929  3355.8500     4.7571    2.65000    24.9991    2.99498    25.0005
 4209      C12   208.6160    95.3298  3356.5900     4.7575    2.65002    24.9991    2.99493    25.0005
 4210      C12   208.4500    96.1348  3356.5900     4.7564    2.65002    24.9991    2.99498    25.0005
 4211     Ca40   208.1970    40.3074  3355.9900     4.7565    2.65002    24.9991    2.99507    25.0005
 4212     Ca40   208.6830    40.2278  3355.9900     4.7563    2.65002    24.9991    2.99509    25.0005
 4213     Ca40   208.7890    40.7405  3355.9600     4.7558    2.65002    24.9991    2.99497    25.0005
 4214     Ca48   208.4630    40.5365  3356.0200     4.7556    2.65002    24.9991    2.99495    25.0005
 4215     Ca48   208.7760    40.3882  3356.0300     4.7566    2.65002    24.9991    2.99494    25.0005
 4216     Ca48   208.6290    40.3047  3356.0100     4.7562    2.65002    24.9991    2.99497    25.0005
 4217      He3   211.2570     0.0478  3356.1100     4.7572    2.99525    24.9991    2.99501    25.0005
 4218      He3   211.6630   117.7160  3355.9500     4.7569    2.99506    24.9991    2.99504    25.0005
 4219      He3   211.1770   118.8090  3355.9700     4.7560    2.99506    24.9991    2.99504    25.0005
 4220      He3   211.2840   117.5860  3355.9600     4.7565    2.99506    24.9991    2.99501    25.0005
 4221      He3   211.0980   118.3160  3356.2500     4.7556    2.99497    24.9991    2.99509    25.0005
 4222      He3   210.9050   117.1440  3355.9800     4.7558    2.99497    24.9991    2.99494    25.0005
 4223      He3   210.3320   118.4840  3355.9800     4.7559    2.99497    24.9991    2.99492    25.0005
 4224      He3   210.9980   120.1310  3355.9800     4.7567    2.99497    24.9991    2.99492    25.0005
 4225      He3   211.2710   117.1040  3355.9900     4.7551    2.99497    24.9991    2.99492    25.0005
 4226      He3   210.8380   119.1240  3356.5300     4.7560    2.99499    24.9991    2.99508    25.0005
 4227      He3   211.1910   118.2090  3355.9800     4.7562    2.99499    24.9991    2.99498    25.0005
 4228      He3   211.3300   118.8150  3355.8300     4.7571    2.99499    24.9991    2.99494    25.0005
 4230    Dummy   208.3370    40.2554  3355.8000     4.7568    2.99499    24.9991    2.99495    25.0005
 4232      He3   212.0220   120.3920  3355.7900     4.7570    2.99562    25.0003    2.99547    25.0000
 4233      He3   211.7160   120.0050  3355.7700     4.7581    2.99565    25.0003    2.99569    25.0000
 4234      He3   211.1510   119.0890  3356.1400     4.7576    2.99565    25.0003    2.99564    24.9999
 4235      He3   211.0440   119.1690  3356.2100     4.7572    2.99565    25.0003    2.99564    24.9999
 4236      He3   211.0310   118.5850  3356.4400     4.7579    2.99565    25.0003    2.99566    24.9999
 4237      He3   209.5210   119.6150  3355.9200     4.7570    2.99565    25.0003    2.99567    24.9999
 4238      He3   210.1730   119.7840  3355.9200     4.7572    2.99565    25.0003    2.99551    24.9999
 4239      He3   210.9980   118.1820  3355.9200     4.7569    2.99565    25.0003    2.99567    24.9999
 4240      He3   210.6450   117.6820  3355.9300     4.7564    2.99565    25.0003    2.99552    24.9999
 4241    Dummy   207.6510    40.3951  3355.9200     4.7561    2.99565    25.0003    2.99565    24.9999
 4242      BeO   207.9840     4.9976  3355.9900     4.7568    2.90493    21.0003    2.89859    20.9999
 4243      BeO   207.9110     5.1455  3355.9900     4.7562    2.90493    21.0003    2.90682    20.9999
 4244   Optics   207.8440     5.0636  3355.9900     4.7561    2.90493    21.0003    2.90493    20.9999
 4245     Ca40   208.0170    40.1691  3355.8900     4.7567    2.90492    21.0003    2.90506    20.9999
 4246     Ca40   207.7910    40.8147  3356.0500     4.7571    2.90493    21.0003    2.90508    20.9999
 4247     Ca48   207.9970    40.1693  3355.8600     4.7568    2.90493    21.0003    2.90504    20.9999
 4248     Ca48   207.7640    40.6340  3355.9000     4.7570    2.90493    21.0003    2.90503    20.9999
 4249     Ca48   208.1500    39.9708  3355.8500     4.7567    2.90493    21.0003    2.90494    20.9999
 4250     Ca48   208.1900     0.0496  3356.1100     4.7565    2.90492    21.0003    2.90493    20.9999
 4251      He3   208.8020    33.8337  3355.7600     4.7569    2.84495    28.0003    2.84483    27.9999
 4252      He3   210.7320    41.1770  3355.9400     4.7565    2.84495    28.0003    2.84504    27.9999
 4253      He3   209.1880   114.6590  3355.8500     4.7562    2.84494    28.0003    2.84499    27.9999
 4254      He3   210.7450   119.2520  3355.8500     4.7571    2.84495    28.0003    2.84499    27.9999
 4255      He3   210.3790   119.4850  3355.8400     4.7557    2.84499    28.0003    2.84500    27.9999
 4256      He3   209.9870   119.0230  3355.8100     4.7561    2.84499    28.0003    2.84502    27.9999
 4257      He3   208.1770     5.0304  3356.0000     4.7566    2.84500    28.0003    2.84497    27.9999
 4258      He3   210.9050   118.3310  3355.8300     4.7571    2.84499    28.0003    2.84502    27.9999
 4260      He3   207.8510     0.0488  3356.1100     4.7570    2.84499    28.0003    2.84502    27.9999
 4261      He3   210.0660   118.1380  3355.8600     4.7569    2.84499    28.0003    2.84504    27.9999
 4262      He3   210.7850   119.5080  3355.8300     4.7569    2.84499    28.0003    2.84506    27.9999
 4263      He3   211.0440   118.8910  3355.8300     4.7553    2.84499    28.0003    2.84509    27.9999
 4264      He3   211.0240   119.9160  3355.8300     4.7564    2.84499    28.0003    2.84493    27.9999
 4265      He3   211.1640   117.1210  3355.8800     4.7562    2.84499    28.0003    2.84509    27.9999
 4266      He3   210.7650   117.9470  3355.7400     4.7567    2.84499    28.0003    2.84496    27.9999
 4267      C12   207.6980    95.2036  3355.6400     4.7571    2.84499    28.0003    2.84495    27.9999
 4268      C12   208.1170    95.2429  3355.8500     4.7558    2.84499    28.0003    2.84497    27.9999
 4269      C12   207.8180    94.8467  3355.8600     4.7562    2.84499    28.0003    2.84506    27.9999
 4270    Dummy   208.0170    39.8584  3355.9100     4.7563    2.84499    28.0003    2.84509    27.9999
 4271    Dummy   207.7510    40.5815  3355.8500     4.7563    2.84499    28.0003    2.84495    27.9999
 4272      BeO   207.7910     5.0735  3356.4000     4.7565    2.84499    28.0003    2.84507    27.9999
 4273   Optics   207.9570     5.0714  3356.2400     4.7565    2.84499    28.0003    2.84503    27.9999
 4274      He3   212.1220     0.0479  3356.1100     4.7567    2.84499    28.0003    2.84501    27.9999
 4275      He3   210.3060   119.0250  3355.7800     4.7565    2.84499    28.0003    2.84501    27.9999
 4276      He3   210.7650   108.6340  3355.7000     4.7558    2.84499    28.0003    2.84493    27.9999
 4277      He3   209.4810     0.0483  3356.1100     4.7564    2.84499    28.0003    2.84496    27.9999
 4278      He3   210.7050   111.6100  3355.7400     4.7561    2.84499    28.0003    2.84495    27.9999
 4279      He3   210.3920   110.0450  3355.7500     4.7567    2.84500    28.0003    2.84495    27.9999
 4280      He3   210.3790   109.9950  3355.7300     4.7560    2.84499    28.0003    2.84495    27.9999
 4281      He3   210.5190   111.0890  3355.7400     4.7558    2.84499    28.0003    2.84496    27.9999
 4282      He3   210.9710   109.6700  3355.7100     4.7569    2.84499    28.0003    2.84496    27.9999
 4283      He3   210.7520   111.3230  3355.6900     4.7565    2.84499    28.0003    2.84501    27.9999
 4285      He3   210.5250   111.0290  3355.7300     4.7554    2.84499    28.0003    2.84494    27.9999
 4286      He3   210.3990   109.9490  3355.8500     4.7562    2.84499    28.0003    2.84492    27.9999
 4287      He3   210.2990   108.3250  3355.7400     4.7562    2.84499    28.0003    2.84493    27.9999
 4288      He3   210.3520   110.2970  3355.7400     4.7560    2.84499    28.0003    2.84502    27.9999
 4289      He3   210.3920   111.1020  3355.7300     4.7558    2.84499    28.0003    2.84505    27.9999
 4290      He3   210.1790   108.9770  3355.7200     4.7565    2.84499    28.0003    2.84502    27.9999
 4291      He3   210.5990   110.6070  3355.6900     4.7565    2.84499    28.0003    2.84500    27.9999
 4292      He3   207.8240     0.0479  3356.1100     4.7557    2.84499    28.0003    2.84491    27.9999
 4293      He3   207.5850     0.0481  3356.1100     4.7564    2.84499    28.0003    2.84495    27.9999
 4294      He3   207.6050     0.0474  3356.1100     4.7570    2.84499    28.0003    2.84495    27.9999
 4295      He3   210.2660   109.6550  3355.5500     4.7556    2.84499    28.0003    2.84495    27.9999
 4296      He3   210.4390   111.0230  3355.5600     4.7560    2.84499    28.0003    2.84504    27.9999
 4297      He3   210.4460   111.0530  3355.5300     4.7564    2.84499    28.0003    2.84502    27.9999
 4298      He3   207.1590     0.0488  3356.1100     4.7568    2.84499    28.0003    2.84505    27.9999
 4299      He3   210.2190   118.3320  3355.4900     4.7560    2.84499    28.0003    2.84501    27.9999
 4299      He3   210.2190   118.3320  3355.4900     4.7560    2.84499    28.0003    2.84501    27.9999
